id_cliente,nome_completo,cpf,data_nascimento,idade,genero,estado_civil,profissao,faixa_renda,email_principal,email_alternativo,telefone_celular,telefone_fixo,logradouro,numero,complemento,bairro,cidade,estado_uf,cep,pais,tipo_residencia,data_cadastro,origem_cadastro,codigo_indicacao_usado,cupom_desconto,plano_assinatura,valor_plano,ciclo_faturamento,status,data_ultimo_pagamento,metodo_pagamento,bandeira_cartao,ultimos_4_digitos_cartao,validade_cartao,chave_pix_tipo,dias_atraso,meses_como_cliente,total_pago_R$,qtd_perfis_criados,qtd_telas_contratadas,dispositivo_principal,dispositivos_cadastrados,idioma_preferido,legenda_preferida,controle_parental_ativo,aceitou_termos_lgpd,aceitou_marketing_email,aceitou_marketing_sms,aceitou_cookies,ultimo_acesso,ip_ultimo_acesso,motivo_cancelamento,avaliacao_plataforma_1_a_5
CLI-1044,Leandro Mendes Almeida,497.277.786-13,18/05/1986,39,Feminino,Solteiro(a),Enfermeiro,R$4k a R$7k,leandro.mendes.almeida90@gmail.com,,(21) 91445-1736,,Av. Djalma Batista,920,,Adrianópolis,Rio de Janeiro,RJ,52358-457,Brasil,Casa,2023-04-02,Site,,STREAM20,Premium,49.9,Mensal,Ativo,2026-05-04,Débito em Conta,,7901,07/29,,0,37,1697.52,2,4,Chromecast,iPhone,Português,Desativada,Não,Sim,Não,Não,Sim,2026-04-27 02:00,104.126.97.105,,5
CLI-1045,Tatiane Soares Lopes,426.252.229-84,23/05/1965,60,Feminino,Divorciado(a),Desenvolvedor,R$4k a R$7k,tatiane.soares.lopes37@gmail.com,tatiane14@outlook.com,(62) 94811-9906,(62) 4539-5385,Rua Amazonas,1482,Fundos,Copacabana,Goiânia,GO,48758-254,Brasil,Casa,2025-05-11,App Android,,,Premium,49.9,Anual,Ativo,2026-04-25,PIX,,,,CPF,0,11,496.79,2,4,Chromecast,"Tablet, Chromecast",Português,Português,Não,Sim,Não,Não,Sim,2026-04-28 09:00,112.91.143.225,,2
CLI-1046,Fernanda Melo Freitas,207.239.280-59,19/07/1990,35,Feminino,Viúvo(a),CLT,R$7k a R$10k,fernanda.melo.freitas12@gmail.com,,(91) 95714-1961,,Travessa do Sol,194,,Jardins,Belém,PA,35439-878,Brasil,Apartamento,2024-03-08,Smart TV,,BLACK50,Básico,19.9,Anual,Inativo,2026-03-22,Cartão de Crédito,Mastercard,4306,10/27,,0,26,213.44,3,1,Notebook,Fire Stick,Português,Desativada,Não,Sim,Sim,Não,Sim,2026-04-01 00:00,141.195.141.185,Preço alto,3
CLI-1047,Enzo Nascimento Ribeiro,258.636.331-33,14/05/2003,22,Masculino,Solteiro(a),Autônomo,R$7k a R$10k,enzo.nascimento.ribeiro96@hotmail.com,enzo31@outlook.com,(91) 92895-1623,,Rua Rio Negro,715,Bloco B,Moema,Belém,PA,25775-491,Brasil,Apartamento,2023-11-16,Site,,STREAM20,Básico,19.9,Mensal,Ativo,2026-04-05,Boleto,,,,,0,29,494.32,3,1,Console Xbox,"Console PS5, Celular Android",Espanhol,Português,Sim,Sim,Sim,Não,Sim,2026-04-29 15:00,169.20.59.80,,1
CLI-1048,Enzo Mendes Costa,554.958.176-81,24/09/1956,69,Feminino,Viúvo(a),Professor,Até R$2k,enzo.mendes.costa25@gmail.com,enzo72@outlook.com,(92) 91216-1575,(92) 3762-8533,Alameda das Palmeiras,1148,Casa,Moema,Manaus,AM,90275-847,Brasil,Apartamento,2025-02-12,App iOS,,,Família,59.9,Mensal,Ativo,2026-04-23,Débito em Conta,,5416,12/29,,0,14,766.17,1,5,Fire Stick,"Tablet, Notebook, Console Xbox, Fire Stick",Espanhol,Português,Não,Sim,Não,Não,Sim,2026-04-27 23:00,149.175.136.61,,2
CLI-1049,Rodrigo Barbosa Dias,218.313.922-62,15/10/1974,51,Feminino,Solteiro(a),Empresário,R$4k a R$7k,rodrigo.barbosa.dias86@gmail.com,rodrigo95@outlook.com,(61) 95938-4360,,Travessa do Sol,2179,Fundos,Adrianópolis,Brasília,DF,82689-892,Brasil,Casa,2024-12-16,Smart TV,,BEMVINDO10,Padrão,34.9,Mensal,Inativo,2026-03-01,Boleto,,,,,0,16,418.99,2,2,Chromecast,"Celular Android, Notebook, Smart TV, iPhone",Português,Português,Sim,Sim,Sim,Sim,Sim,2026-03-15 00:00,100.76.149.7,Preço alto,4
CLI-1050,Marcos Pereira Gomes,653.398.848-85,23/05/2006,19,Feminino,União Estável,Empresário,R$2k a R$4k,marcos.pereira.gomes27@hotmail.com,marcos22@outlook.com,(21) 94772-9813,,Alameda das Palmeiras,1950,Fundos,Savassi,Rio de Janeiro,RJ,23325-141,Brasil,Casa,2022-07-29,Smart TV,IND8176,BEMVINDO10,Padrão,34.9,Anual,Ativo,2026-04-27,Cartão de Crédito,American Express,9744,05/31,,0,45,1350.44,4,2,Notebook,Console PS5,Português,Português,Sim,Sim,Não,Não,Sim,2026-04-30 04:00,116.194.181.91,,1
CLI-1051,Bruno Almeida Souza,385.467.610-64,03/04/1968,57,Masculino,Casado(a),CLT,R$4k a R$7k,bruno.almeida.souza22@gmail.com,bruno40@outlook.com,(21) 93565-4961,,Av. Paulista,1735,Bloco B,Adrianópolis,Rio de Janeiro,RJ,43766-322,Brasil,Apartamento,2022-09-12,Indicação de amigo,,AMIGO15,Básico,19.9,Mensal,Inadimplente,2026-02-03,PayPal,,,,,87,44,824.43,5,1,Smart TV,Console PS5,Português,Desativada,Não,Sim,Não,Sim,Sim,2026-04-16 00:00,135.213.74.35,,4
CLI-1052,Marcelo Costa Nascimento,449.883.220-27,04/04/1967,58,Masculino,Divorciado(a),CLT,R$7k a R$10k,marcelo.costa.nascimento20@hotmail.com,,(61) 96964-9820,,Alameda das Palmeiras,2463,,Jardins,Brasília,DF,51479-193,Brasil,Casa,2024-02-22,Smart TV,,AMIGO15,Padrão,34.9,Mensal,Ativo,2026-05-02,Cartão de Crédito,Elo,1591,05/31,,0,26,796.7,4,2,iPhone,iPhone,Português,Português,Sim,Sim,Sim,Não,Sim,2026-04-30 07:00,174.14.219.177,,4
CLI-1053,Rodrigo Carvalho Araujo,931.202.636-78,01/02/1962,63,Feminino,Divorciado(a),Enfermeiro,R$4k a R$7k,rodrigo.carvalho.araujo53@hotmail.com,,(51) 98782-9970,(51) 4006-3903,Rua 10 de Julho,1807,Fundos,Adrianópolis,Porto Alegre,RS,88908-972,Brasil,Apartamento,2022-05-12,Site,,BLACK50,Padrão,34.9,Mensal,Ativo,2026-05-06,PayPal,,,,,0,48,1584.33,5,2,Chromecast,"Fire Stick, iPhone",Português,Português,Não,Sim,Sim,Não,Sim,2026-04-28 15:00,113.73.80.239,,5
CLI-1054,Jorge Fernandes Martins,769.570.922-11,11/05/1962,63,Masculino,Divorciado(a),Advogado,R$7k a R$10k,jorge.fernandes.martins11@gmail.com,,(71) 97201-7928,(71) 4181-6338,Rua das Acácias,1576,,Savassi,Salvador,BA,84620-439,Brasil,Apartamento,2022-07-19,App iOS,,BLACK50,Padrão,34.9,Mensal,Ativo,2026-04-04,Débito em Conta,,9743,04/27,,0,46,1588.01,3,2,Console PS5,"Console Xbox, Tablet, Chromecast, iPhone",Português,Inglês,Sim,Sim,Sim,Não,Sim,2026-04-28 07:00,151.140.64.71,,2
CLI-1055,Pedro Barbosa Ribeiro,702.374.517-90,13/09/1962,63,Feminino,Casado(a),Autônomo,Até R$2k,pedro.barbosa.ribeiro87@gmail.com,,(92) 99035-5699,,Rua Rio Negro,1021,Casa,Centro Sul,Parintins,AM,43511-189,Brasil,Casa,2023-06-15,Smart TV,,AMIGO15,Básico,19.9,Mensal,Inadimplente,2026-02-19,PIX,,,,Telefone,71,35,653.17,3,1,Celular Android,Console Xbox,Inglês,Português,Não,Sim,Não,Não,Sim,2026-04-13 00:00,195.191.80.137,,2
CLI-1056,Carlos Mendes Gomes,578.207.996-95,25/02/1983,42,Feminino,Casado(a),Estudante,R$7k a R$10k,carlos.mendes.gomes72@hotmail.com,,(31) 94878-7965,(31) 4698-4986,Rua Belo Horizonte,1881,Fundos,Centro Sul,Belo Horizonte,MG,65594-813,Brasil,Casa,2024-04-27,Site,,BEMVINDO10,Padrão,34.9,Mensal,Inativo,2026-03-30,Débito em Conta,,4627,08/31,,0,24,159.4,3,2,Console PS5,Chromecast,Português,Português,Não,Sim,Não,Sim,Sim,2026-04-05 00:00,200.104.50.119,Preço alto,4
CLI-1057,Beatriz Silva Melo,637.127.329-57,06/09/1953,72,Feminino,União Estável,Vendedor,R$4k a R$7k,beatriz.silva.melo42@hotmail.com,,(21) 98178-7689,,Av. Getúlio Vargas,2200,,Centro,Rio de Janeiro,RJ,38003-205,Brasil,Casa,2025-03-28,Site,,STREAM20,Premium,49.9,Mensal,Inadimplente,2026-01-11,Boleto,,,,,110,13,565.7,4,4,Smart TV,"Console PS5, Tablet, Smart TV",Português,Inglês,Sim,Sim,Sim,Sim,Sim,2026-04-24 00:00,183.55.99.101,,2
CLI-1058,André Ribeiro Gomes,395.629.317-69,30/05/1977,48,Feminino,Solteiro(a),CLT,R$2k a R$4k,andré.ribeiro.gomes62@hotmail.com,,(91) 97077-5165,(91) 4846-7989,Av. Constantino Nery,413,Bloco B,Adrianópolis,Belém,PA,67446-791,Brasil,Apartamento,2024-08-23,App Android,,,Padrão,34.9,Mensal,Inadimplente,2026-03-07,Débito em Conta,,6897,11/29,,55,20,667.96,3,2,Console Xbox,"Fire Stick, Console PS5, iPhone",Português,Português,Não,Sim,Não,Não,Sim,2026-04-17 00:00,143.160.241.243,,3
CLI-1059,Mariana Lopes Souza,548.754.912-26,21/09/2002,23,Feminino,Solteiro(a),Estudante,Até R$2k,mariana.lopes.souza1@gmail.com,,(31) 95654-2656,(31) 4483-6437,Av. Getúlio Vargas,2278,,Copacabana,Belo Horizonte,MG,75324-827,Brasil,Casa,2022-07-31,App iOS,,,Premium,49.9,Mensal,Ativo,2026-04-13,Débito em Conta,,2719,05/29,,0,45,1928.9,1,4,Smart TV,"Console PS5, iPhone",Inglês,Espanhol,Sim,Sim,Sim,Sim,Sim,2026-04-30 03:00,160.28.89.186,,1
CLI-1060,Beatriz Gomes Barbosa,678.724.544-14,31/03/2000,25,Masculino,União Estável,Desenvolvedor,R$7k a R$10k,beatriz.gomes.barbosa94@gmail.com,,(21) 98301-8332,,Alameda das Palmeiras,2374,Bloco B,Ponta Negra,Rio de Janeiro,RJ,13077-831,Brasil,Casa,2023-03-21,App iOS,,,Premium,49.9,Anual,Inativo,2026-02-19,PayPal,,,,,0,37,422.1,3,4,Fire Stick,"Chromecast, Celular Android, Fire Stick",Português,Português,Sim,Sim,Sim,Não,Sim,2026-02-26 00:00,135.237.198.11,Falta de tempo,2
CLI-1061,Renata Almeida Mendes,879.436.156-32,25/03/1971,54,Prefiro não informar,União Estável,Advogado,Até R$2k,renata.almeida.mendes2@hotmail.com,,(81) 99709-8506,(81) 4969-5367,Rua Belo Horizonte,734,,Cidade Nova,Recife,PE,16611-277,Brasil,Casa,2022-12-30,Site,,BEMVINDO10,Padrão,34.9,Mensal,Inadimplente,2026-03-30,PayPal,,,,,32,40,1226.03,4,2,Fire Stick,Chromecast,Português,Espanhol,Sim,Sim,Não,Não,Sim,2026-04-22 00:00,147.92.170.108,,2
CLI-1062,Jorge Oliveira Ribeiro,330.558.869-67,02/12/1988,37,Feminino,Casado(a),Enfermeiro,R$4k a R$7k,jorge.oliveira.ribeiro47@hotmail.com,,(81) 98234-4057,(81) 3536-4860,Travessa do Sol,545,Bloco B,Centro,Recife,PE,85236-985,Brasil,Apartamento,2024-12-07,Site,,AMIGO15,Padrão,34.9,Mensal,Inadimplente,2026-03-11,PIX,,,,CPF,51,17,538.36,3,2,Console Xbox,Celular Android,Português,Português,Sim,Sim,Não,Não,Sim,2026-04-26 00:00,192.50.81.61,,3
CLI-1063,Gabriel Gomes Nascimento,308.611.374-66,10/08/2003,22,Masculino,Divorciado(a),Estudante,R$2k a R$4k,gabriel.gomes.nascimento11@hotmail.com,gabriel19@outlook.com,(92) 96561-8969,(92) 4100-1029,Rua das Acácias,1717,Casa,Compensa,Manaus,AM,64853-999,Brasil,Casa,2024-02-10,Site,IND5235,BLACK50,Básico,19.9,Mensal,Ativo,2026-04-21,Cartão de Crédito,Visa,1823,05/26,,0,27,520.65,1,1,Celular Android,"Chromecast, Fire Stick",Português,Português,Não,Sim,Não,Não,Sim,2026-04-29 04:00,127.175.255.142,,1
CLI-1064,Leandro Silva Melo,668.758.601-25,08/07/1972,53,Masculino,União Estável,Empresário,R$2k a R$4k,leandro.silva.melo10@gmail.com,,(92) 92660-2501,(92) 3673-5268,Rua Rio Negro,164,Fundos,Adrianópolis,Manaus,AM,30553-254,Brasil,Casa,2023-09-09,Site,,,Básico,19.9,Mensal,Inativo,2026-03-04,PIX,,,,Telefone,0,32,227.39,3,1,Smart TV,"Smart TV, Chromecast, Console PS5, iPhone",Português,Inglês,Não,Sim,Sim,Sim,Sim,2026-03-10 00:00,189.3.111.200,Problemas técnicos,4
CLI-1065,Isabela Almeida Almeida,810.255.672-11,13/09/1982,43,Feminino,Divorciado(a),Estudante,R$7k a R$10k,isabela.almeida.almeida28@gmail.com,isabela45@outlook.com,(81) 99193-1637,(81) 3239-9178,Rua das Acácias,1029,,Centro Sul,Recife,PE,30321-137,Brasil,Casa,2022-03-31,App iOS,,,Premium,49.9,Mensal,Ativo,2026-04-24,Cartão de Crédito,Elo,9173,02/30,,0,49,2311.05,3,4,iPhone,"iPhone, Celular Android, Smart TV",Português,Inglês,Não,Sim,Sim,Não,Sim,2026-04-30 17:00,187.94.123.58,,2
CLI-1066,Mariana Melo Oliveira,463.910.315-88,01/01/1987,39,Masculino,Divorciado(a),Advogado,R$2k a R$4k,mariana.melo.oliveira73@gmail.com,,(85) 93536-6147,(85) 4589-3833,Alameda das Palmeiras,1006,,Compensa,Fortaleza,CE,96766-744,Brasil,Apartamento,2024-10-04,App Android,,,Premium,49.9,Mensal,Ativo,2026-04-02,Boleto,,,,,0,19,927.47,2,4,Notebook,Console Xbox,Espanhol,Português,Sim,Sim,Não,Não,Não,2026-04-27 16:00,122.139.238.207,,1
CLI-1067,Flávia Lima Santos,760.848.256-74,05/06/1958,67,Masculino,Solteiro(a),Vendedor,Até R$2k,flávia.lima.santos63@hotmail.com,flávia52@outlook.com,(11) 95728-6875,(11) 4542-6665,Travessa do Sol,611,Fundos,Jardins,São Paulo,SP,43194-553,Brasil,Apartamento,2024-02-12,Site,,STREAM20,Premium,49.9,Mensal,Inadimplente,2026-04-11,Boleto,,,,,20,26,1179.11,3,4,Notebook,"Celular Android, Console PS5, Smart TV, Chromecast",Português,Português,Não,Sim,Sim,Sim,Sim,2026-04-13 00:00,128.239.84.219,,4
CLI-1068,Ana Cavalcanti Soares,897.320.391-42,17/10/1995,30,Masculino,Divorciado(a),Desenvolvedor,R$2k a R$4k,ana.cavalcanti.soares19@hotmail.com,,(48) 96528-6932,,Av. Constantino Nery,2350,Casa,Flores,Florianópolis,SC,50648-968,Brasil,Apartamento,2022-12-14,App iOS,,,Padrão,34.9,Mensal,Ativo,2026-04-30,PayPal,,,,,0,41,1372.98,5,2,Chromecast,"Chromecast, Console Xbox, Fire Stick, Celular Android",Espanhol,Espanhol,Sim,Sim,Sim,Não,Sim,2026-04-28 18:00,188.16.151.213,,1
CLI-1069,Juliana Costa Freitas,565.537.909-39,27/12/1969,56,Masculino,União Estável,Vendedor,R$4k a R$7k,juliana.costa.freitas98@gmail.com,juliana98@outlook.com,(81) 92428-6129,,Rua das Acácias,1916,,Alvorada,Recife,PE,14146-437,Brasil,Apartamento,2022-12-25,Site,IND2631,,Básico,19.9,Mensal,Ativo,2026-04-20,Cartão de Crédito,American Express,8761,11/31,,0,40,790.42,1,1,Fire Stick,"Notebook, iPhone, Console Xbox, Fire Stick",Português,Português,Não,Sim,Sim,Não,Não,2026-04-27 23:00,181.172.81.149,,2
CLI-1070,Rodrigo Cunha Pereira,218.900.306-66,07/03/1973,52,Masculino,Divorciado(a),Estudante,R$4k a R$7k,rodrigo.cunha.pereira49@gmail.com,,(92) 95597-5234,,Av. Constantino Nery,914,,Centro,Parintins,AM,42266-308,Brasil,Casa,2024-01-28,App Android,,BLACK50,Básico,19.9,Mensal,Inadimplente,2026-04-07,PayPal,,,,,24,27,487.54,4,1,Console PS5,"Chromecast, Celular Android, Fire Stick, Console Xbox",Português,Português,Não,Sim,Sim,Sim,Não,2026-04-28 00:00,195.166.179.25,,5
CLI-1071,Larissa Freitas Soares,671.210.582-69,31/01/1957,68,Feminino,Divorciado(a),Enfermeiro,Acima de R$10k,larissa.freitas.soares91@hotmail.com,,(62) 91778-8300,,Av. Getúlio Vargas,799,,Savassi,Goiânia,GO,82968-954,Brasil,Casa,2025-01-10,App Android,,,Premium,49.9,Mensal,Ativo,2026-04-01,Cartão de Crédito,Hipercard,3259,10/30,,0,15,740.17,3,4,iPhone,Smart TV,Português,Desativada,Sim,Sim,Sim,Não,Sim,2026-04-28 03:00,108.227.5.120,,4
CLI-1072,Camila Barbosa Souza,844.780.769-70,12/07/1957,68,Masculino,Viúvo(a),Professor,R$2k a R$4k,camila.barbosa.souza91@gmail.com,,(92) 95959-2320,,Rua Barão de Melgaço,2248,Bloco B,Savassi,Manaus,AM,38038-236,Brasil,Casa,2024-07-03,Site,IND9329,,Básico,19.9,Mensal,Inadimplente,2026-03-22,Boleto,,,,,40,22,379.86,5,1,Console Xbox,Console Xbox,Inglês,Inglês,Sim,Sim,Sim,Não,Não,2026-04-14 00:00,131.220.36.147,,3
CLI-1073,Flávia Barbosa Barbosa,813.232.341-13,03/07/1995,30,Masculino,Viúvo(a),Estudante,R$4k a R$7k,flávia.barbosa.barbosa30@hotmail.com,flávia23@outlook.com,(91) 93651-2167,,Av. Getúlio Vargas,2103,Fundos,Compensa,Belém,PA,46607-234,Brasil,Apartamento,2024-01-05,Indicação de amigo,,STREAM20,Padrão,34.9,Mensal,Ativo,2026-05-01,Boleto,,,,,0,28,957.11,1,2,iPhone,Celular Android,Português,Português,Não,Sim,Não,Sim,Sim,2026-04-29 21:00,160.250.216.178,,1
CLI-1074,Pedro Costa Cunha,897.803.643-86,07/07/2007,18,Masculino,Solteiro(a),Aposentado,R$7k a R$10k,pedro.costa.cunha49@gmail.com,,(62) 98835-1200,,Av. Paulista,931,Fundos,Ponta Negra,Goiânia,GO,31489-722,Brasil,Apartamento,2025-03-06,App iOS,,,Premium,49.9,Mensal,Inativo,2026-03-06,Débito em Conta,,9498,01/27,,0,14,178.02,1,4,Chromecast,"Chromecast, Smart TV",Português,Espanhol,Não,Sim,Sim,Não,Sim,2026-03-10 00:00,161.174.167.1,Preço alto,3
CLI-1075,Camila Soares Soares,956.347.522-14,25/10/1969,56,Feminino,Viúvo(a),Aposentado,R$7k a R$10k,camila.soares.soares20@gmail.com,camila51@outlook.com,(41) 98450-3055,(41) 3970-4262,Av. Paulista,1857,,Copacabana,Curitiba,PR,61330-329,Brasil,Casa,2025-05-04,App Android,IND3570,BEMVINDO10,Premium,49.9,Mensal,Ativo,2026-04-11,Boleto,,,,,0,12,536.39,2,4,Tablet,Notebook,Inglês,Desativada,Não,Sim,Sim,Sim,Sim,2026-04-27 20:00,172.143.7.248,,3
CLI-1076,Tatiane Fernandes Santos,715.145.305-75,15/10/1981,44,Feminino,Divorciado(a),CLT,Até R$2k,tatiane.fernandes.santos25@gmail.com,,(92) 95898-8512,(92) 3043-7420,Rua Barão de Melgaço,1350,,Flores,Parintins,AM,67052-174,Brasil,Casa,2022-08-09,App Android,,,Padrão,34.9,Mensal,Inadimplente,2026-04-03,Débito em Conta,,4225,12/28,,28,45,1519.09,3,2,iPhone,"Tablet, Console Xbox",Português,Desativada,Não,Sim,Sim,Não,Sim,2026-04-19 00:00,140.216.95.131,,5
CLI-1077,André Pereira Cavalcanti,939.171.312-33,28/06/1999,26,Feminino,Divorciado(a),Desenvolvedor,R$2k a R$4k,andré.pereira.cavalcanti52@gmail.com,,(21) 94238-3991,(21) 4935-2150,Av. Getúlio Vargas,726,,Boa Viagem,Rio de Janeiro,RJ,69011-769,Brasil,Apartamento,2025-05-19,Site,,,Padrão,34.9,Mensal,Ativo,2026-04-14,PayPal,,,,,0,11,379.14,1,2,Chromecast,Chromecast,Inglês,Desativada,Não,Sim,Não,Sim,Sim,2026-04-28 10:00,148.214.169.229,,1
CLI-1078,Carlos Fernandes Melo,450.843.729-94,22/01/1963,62,Feminino,Viúvo(a),Vendedor,Acima de R$10k,carlos.fernandes.melo76@gmail.com,,(48) 91241-5340,,Rua das Acácias,1250,Fundos,Centro Sul,Florianópolis,SC,49917-620,Brasil,Casa,2024-09-06,Site,,,Premium,49.9,Mensal,Ativo,2026-04-28,PayPal,,,,,0,20,871.71,4,4,Tablet,Smart TV,Português,Português,Não,Sim,Não,Não,Sim,2026-05-01 00:00,163.243.128.147,,3
CLI-1079,Rodrigo Carvalho Oliveira,628.984.827-48,17/04/1976,49,Feminino,Casado(a),CLT,Acima de R$10k,rodrigo.carvalho.oliveira6@gmail.com,,(92) 99397-1588,,Alameda das Palmeiras,2332,,Adrianópolis,Parintins,AM,12708-938,Brasil,Apartamento,2023-03-23,Indicação de amigo,IND1501,BLACK50,Premium,49.9,Mensal,Ativo,2026-04-16,Débito em Conta,,3730,04/30,,0,37,1807.29,3,4,Console PS5,"Console Xbox, Tablet, Chromecast, Console PS5",Português,Inglês,Sim,Sim,Sim,Sim,Sim,2026-04-29 15:00,122.66.77.179,,4
CLI-1080,Gustavo Melo Santos,524.505.593-36,27/04/1953,72,Feminino,Casado(a),Advogado,Acima de R$10k,gustavo.melo.santos48@hotmail.com,gustavo33@outlook.com,(62) 97431-2533,,Rua Amazonas,45,Apto 101,Alvorada,Goiânia,GO,92977-872,Brasil,Casa,2025-03-19,Site,,BEMVINDO10,Básico,19.9,Mensal,Ativo,2026-04-28,Cartão de Crédito,Elo,1802,06/29,,0,13,225.17,1,1,Tablet,Fire Stick,Português,Inglês,Não,Sim,Não,Não,Sim,2026-04-30 12:00,185.13.17.169,,1
CLI-1081,Enzo Gomes Freitas,318.909.240-58,01/05/2000,25,Feminino,Divorciado(a),Aposentado,Acima de R$10k,enzo.gomes.freitas18@hotmail.com,,(62) 96825-3143,(62) 4323-7180,Rua 10 de Julho,1082,Fundos,Adrianópolis,Goiânia,GO,96789-617,Brasil,Casa,2024-12-10,App Android,,,Padrão,34.9,Mensal,Ativo,2026-04-20,Débito em Conta,,3232,12/26,,0,16,533.91,2,2,Fire Stick,"Smart TV, Chromecast, Tablet",Português,Português,Não,Sim,Sim,Não,Sim,2026-05-01 00:00,146.143.237.230,,3
CLI-1082,Leticia Carvalho Lima,805.637.890-31,26/05/1954,71,Masculino,Divorciado(a),CLT,R$4k a R$7k,leticia.carvalho.lima2@gmail.com,leticia57@outlook.com,(27) 96882-2948,,Rua Barão de Melgaço,1013,Fundos,Jardins,Vitória,ES,21586-368,Brasil,Casa,2025-03-01,Smart TV,,BEMVINDO10,Básico,19.9,Mensal,Ativo,2026-04-08,Cartão de Crédito,American Express,3235,05/26,,0,14,271.66,3,1,Console PS5,iPhone,Português,Português,Não,Sim,Não,Não,Sim,2026-04-29 02:00,194.166.242.145,,5
CLI-1083,Aline Cavalcanti Mendes,183.548.601-53,12/08/1967,58,Feminino,Solteiro(a),Autônomo,R$7k a R$10k,aline.cavalcanti.mendes96@gmail.com,,(91) 93803-8603,(91) 3968-1426,Av. Constantino Nery,419,Apto 101,Moema,Belém,PA,78058-214,Brasil,Apartamento,2022-07-17,Site,,,Básico,19.9,Mensal,Inativo,2026-04-11,PIX,,,,Telefone,0,46,550.45,1,1,Tablet,Tablet,Português,Português,Não,Sim,Sim,Não,Sim,2026-04-15 00:00,131.133.138.165,Não usa mais,4
CLI-1084,Beatriz Araujo Oliveira,855.283.472-65,27/06/2002,23,Masculino,União Estável,Enfermeiro,Acima de R$10k,beatriz.araujo.oliveira49@hotmail.com,,(92) 91891-4086,(92) 4193-9694,Travessa do Sol,99,Fundos,Boa Viagem,Manaus,AM,14665-500,Brasil,Apartamento,2022-10-08,Site,,,Padrão,34.9,Anual,Ativo,2026-05-06,PIX,,,,CPF,0,43,1499.37,5,2,Celular Android,"iPhone, Fire Stick",Português,Desativada,Sim,Sim,Sim,Não,Sim,2026-04-28 18:00,130.94.84.7,,5
CLI-1085,Felipe Lima Silva,528.527.892-37,15/02/1958,67,Masculino,Viúvo(a),Desenvolvedor,Até R$2k,felipe.lima.silva15@gmail.com,,(11) 94227-7333,,Rua Rio Negro,101,,Savassi,São Paulo,SP,73518-893,Brasil,Casa,2024-08-28,App iOS,,,Padrão,34.9,Anual,Ativo,2026-05-01,Cartão de Crédito,Mastercard,5253,04/26,,0,20,649.51,5,2,Smart TV,"iPhone, Fire Stick",Português,Desativada,Não,Sim,Não,Não,Sim,2026-04-30 22:00,123.54.223.105,,1
CLI-1086,Camila Fernandes Silva,501.909.866-21,27/12/2006,19,Feminino,Divorciado(a),Autônomo,Acima de R$10k,camila.fernandes.silva35@gmail.com,,(27) 97020-7651,,Av. Getúlio Vargas,258,Fundos,Adrianópolis,Vitória,ES,31011-887,Brasil,Casa,2024-09-27,App iOS,,,Premium,49.9,Mensal,Ativo,2026-04-08,Cartão de Crédito,American Express,7418,10/31,,0,19,850.94,1,4,iPhone,"iPhone, Notebook, Fire Stick",Português,Português,Não,Sim,Sim,Não,Sim,2026-04-30 14:00,126.59.137.53,,3
CLI-1087,Bruno Barbosa Ribeiro,399.447.493-85,09/03/1959,66,Masculino,União Estável,Professor,Até R$2k,bruno.barbosa.ribeiro43@hotmail.com,,(41) 98866-1282,(41) 4454-1208,Rua Barão de Melgaço,990,Fundos,Alvorada,Curitiba,PR,89940-630,Brasil,Casa,2024-01-07,Smart TV,,,Padrão,34.9,Mensal,Ativo,2026-05-02,Débito em Conta,,2941,10/28,,0,28,883.01,2,2,Notebook,Console PS5,Português,Português,Não,Sim,Não,Não,Sim,2026-04-29 09:00,170.5.241.229,,3
CLI-1088,Tatiane Cunha Barbosa,470.780.768-70,11/12/1994,31,Masculino,Casado(a),Advogado,Acima de R$10k,tatiane.cunha.barbosa65@gmail.com,,(71) 94107-5697,(71) 4158-9476,Rua 10 de Julho,1012,Fundos,Alvorada,Salvador,BA,40914-869,Brasil,Apartamento,2024-01-16,App iOS,,,Básico,19.9,Mensal,Ativo,2026-04-03,Cartão de Crédito,Mastercard,5213,05/30,,0,27,476.54,2,1,Smart TV,"Console Xbox, Smart TV, Console PS5",Inglês,Português,Sim,Sim,Sim,Não,Sim,2026-04-27 02:00,119.75.169.204,,3
CLI-1089,Rafael Mendes Souza,549.138.732-14,01/07/1976,49,Masculino,União Estável,Desenvolvedor,Até R$2k,rafael.mendes.souza60@gmail.com,,(61) 91456-8651,,Alameda das Palmeiras,639,Fundos,Adrianópolis,Brasília,DF,25044-721,Brasil,Casa,2024-03-17,App iOS,,,Premium,49.9,Mensal,Inadimplente,2026-04-17,PayPal,,,,,14,25,1167.72,1,4,Console Xbox,"iPhone, Celular Android, Chromecast",Português,Português,Não,Sim,Sim,Não,Sim,2026-04-16 00:00,167.16.67.125,,3
CLI-1090,Sofia Nascimento Fernandes,954.149.215-38,01/06/1989,36,Masculino,Viúvo(a),Vendedor,R$7k a R$10k,sofia.nascimento.fernandes34@gmail.com,,(48) 92187-1498,,Rua Belo Horizonte,1557,Apto 101,Compensa,Florianópolis,SC,31690-627,Brasil,Apartamento,2025-04-06,Site,,AMIGO15,Padrão,34.9,Anual,Inativo,2026-03-05,Débito em Conta,,5766,03/30,,0,13,65.05,3,2,Notebook,"Notebook, Console Xbox",Espanhol,Inglês,Não,Sim,Sim,Não,Sim,2026-03-05 00:00,156.115.200.72,Pouco conteúdo,2
